asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_8873	Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_sp.	heterotrophs
ZOTU-V7_8874	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Variosea_X	Ischnamoebidae	Darbyshirella	Darbyshirella_terrestris	heterotrophs
ZOTU-V7_8875	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8878	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_8879	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_888	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Paracercomonadidae	Paracercomonas	Unassigned	heterotrophs
ZOTU-V7_8881	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8883	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Chlamydomonadales_XX	Chlamydomonadales_XX_sp.	phototrophs
ZOTU-V7_8885	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Microsporidium	Microsporidium_sp.	parasites
ZOTU-V7_8887	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_III	Vahlkampfiidae_III	Naegleria	Unassigned	heterotrophs
ZOTU-V7_8888	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_889	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8890	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_8891	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8892	Eukaryota	Obazoa	Opisthokonta	Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8893	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8894	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_8896	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8899	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_89	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8902	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8904	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_8906	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_8907	Eukaryota	Obazoa	Opisthokonta	Metazoa	Annelida	Annelida_X	Annelida_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8908	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_891	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Neochloris	Neochloris_sp.	phototrophs
ZOTU-V7_8910	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8913	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8914	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Ascogregarina	Ascogregarina_sp.	parasites
ZOTU-V7_8916	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Vannella	Vannella_sp.	heterotrophs
ZOTU-V7_8917	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8918	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haptoglossales	Haptoglossa	Unassigned	parasites
ZOTU-V7_8919	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chrysophyceae_Cluster-I	Chrysophyceae_Cluster-I_X	Chrysophyceae_Cluster-I_XX	Chrysophyceae_Cluster-I_XX_sp.	phototrophs
ZOTU-V7_892	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8922	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Marssoniella	Marssoniella_elegans	parasites
ZOTU-V7_8923	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8924	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8925	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_8927	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Unassigned	Unassigned	parasites
ZOTU-V7_8928	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_8929	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Imbricatea	Euglyphida	Trinematidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_893	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_8930	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Fibrophrys	Fibrophrys_sp.	heterotrophs
ZOTU-V7_8932	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8934	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Pezizomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8935	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Scleroderma	Unassigned	symbiotrophs
ZOTU-V7_894	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8941	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_8942	Eukaryota	TSAR	Alveolata	Apicomplexa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_8943	Eukaryota	Obazoa	Opisthokonta	Rotosphaerida	Nucleariidea	Nucleariida	Nucleariidae_Nuclearia_1	Nucleariidae_Nuclearia_1_X	Nucleariidae_Nuclearia_1_X_sp.	heterotrophs
ZOTU-V7_8944	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Arcellinida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8945	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Hypotrichia	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8946	Eukaryota	TSAR	Alveolata	Ciliophora	Spirotrichea	Oligotrichida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8947	Eukaryota	Obazoa	Opisthokonta	Metazoa	Craniata	Craniata_X	Mammalia	Homo	Homo_sapiens	heterotrophs
ZOTU-V7_8948	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_895	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_8950	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8952	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8957	Eukaryota	Haptista	Haptophyta	Haptophyta_X	Pavlovophyceae	Pavlovales	Pavlovaceae	Diacronema	Unassigned	mixotrophs
ZOTU-V7_896	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_8963	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Zygnemophyceae	Zygnemophyceae_X	Zygnemophyceae_XX	Mougeotia	Mougeotia_sp.	phototrophs
ZOTU-V7_8965	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_8968	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_8969	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_897	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8971	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8973	Eukaryota	TSAR	Stramenopiles	Bigyra	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8978	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_8985	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_8986	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8987	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_8989	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_899	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_8990	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8992	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_8995	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_8996	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Stenophorida	Stenophoridae	Stenophora	Stenophora_robusta	parasites
ZOTU-V7_9	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_90	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Leotiomycetes	Leotiomycetes_X	Leotiomycetes_X_sp.	heterotrophs
ZOTU-V7_900	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9003	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9006	Eukaryota	Amoebozoa	Discosea	Discosea_X	Flabellinia	Vannellida	Vannellidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9007	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_9008	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_I	Tetramitia_I_X	Tetramitia_I_XX	Tetramitia_I_XX_sp.	heterotrophs
ZOTU-V7_9009	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Chromadorea	Chromadorea_X	Teratocephalus	Unassigned	heterotrophs
ZOTU-V7_901	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Cercomonadida	Cercomonadidae	Cercomonas	Cercomonas_sp.	heterotrophs
ZOTU-V7_9011	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9012	Eukaryota	TSAR	Alveolata	Ciliophora	Armophorea	Armophorea_X	Tropidoatractidae	Tropidoatractus	Unassigned	heterotrophs
ZOTU-V7_9013	Eukaryota	TSAR	Alveolata	Ciliophora	Armophorea	Armophorea_X	Armophorea_XX	Metopus_2	Metopus_setosus	heterotrophs
ZOTU-V7_9015	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Granofilosea	Limnofilida	Limnofilidae	Limnofilidae_X	Limnofilidae_X_sp.	NA
ZOTU-V7_9016	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9017	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9020	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9025	Eukaryota	Obazoa	Opisthokonta	Fungi	Monoblepharomycota	Sanchytriales	Sanchytriaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9026	Eukaryota	Amoebozoa	Evosea	Evosea_X	Variosea	Fractovitellida	Acramoebidae	Acramoeba	Acramoeba_dendroida	heterotrophs
ZOTU-V7_9027	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Gymnoascus	Unassigned	saprotrophs
ZOTU-V7_9028	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_903	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9032	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9034	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_9035	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9038	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9039	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Streptophyta_XX	Streptophyta_XXX	Streptophyta_XXXX	Streptophyta_XXXXX	Streptophyta_XXXXX_sp.	phototrophs
ZOTU-V7_9041	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9042	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Litostomatea_X	Litostomatea_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9048	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_905	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9051	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9052	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9057	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9058	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_906	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodella	Colpodella_sp.	NA
ZOTU-V7_9065	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hydrurales	Hydrurales_Clade-II	Hydrurales_Clade-II_X	Hydrurales_Clade-II_X_sp.	phototrophs
ZOTU-V7_9066	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9067	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_9068	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_907	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Mollimonas	Mollimonas_vickermani	heterotrophs
ZOTU-V7_9070	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9074	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9075	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Boletus	Boletus_edulis	pathotrophs/symbiotrophs
ZOTU-V7_9077	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_9079	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_908	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9082	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pedinellales_X	Pedinellales_X_sp.	phototrophs
ZOTU-V7_9085	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_909	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_9091	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_9093	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9094	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Mastigamoeba_sp.	heterotrophs
ZOTU-V7_9097	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Tobrilus	Unassigned	heterotrophs
ZOTU-V7_9098	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_91	Eukaryota	TSAR	Alveolata	Ciliophora	CONThreeP	CONThreeP_X	CONThreeP_XX	Askenasia	Askenasia_sp.	heterotrophs
ZOTU-V7_910	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hydrurales	Hydrurales_X	Hydrurales_XX	Hydrurales_XX_sp.	phototrophs
ZOTU-V7_9101	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9102	Eukaryota	Haptista	Centroplasthelida	Centroplasthelida_X	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9105	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_9106	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Haptoria_5	Pleurostomatida	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9107	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9108	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Glissomonadida_X	Glissomonadida_XX	Glissomonadida_XX_sp.	heterotrophs
ZOTU-V7_9109	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_911	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Scytomonadidae	Petalomonas	Petalomonas_sphagnophila	NA
ZOTU-V7_9113	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9114	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9115	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9116	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_9118	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_9120	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9122	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9123	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_9125	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Heterolobosea_X	Creneidae	Creneis	Creneis_carolina	heterotrophs
ZOTU-V7_9126	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_913	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9130	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9131	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9132	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_9135	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9137	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_9139	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Chelicerata	Arachnida	Unassigned	Unassigned	heterotrophs
ZOTU-V7_914	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycota_X	Chytridiomycota_XX	Chytridiomycota_XXX	Chytridiomycota_XXX_sp.	saprotrophs/parasites
ZOTU-V7_9140	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_V	Vahlkampfiidae_V	Tetramitus	Unassigned	heterotrophs
ZOTU-V7_9142	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_9147	Eukaryota	TSAR	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Nassulida	Furgasonia	Furgasonia_blochmanni	heterotrophs
ZOTU-V7_9148	Eukaryota	Obazoa	Opisthokonta	Metazoa	Gastrotricha	Gastrotricha_X	Gastrotricha_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9149	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Oxyporus	Unassigned	saprotrophs
ZOTU-V7_915	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_9150	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
