asv_code	domain	supergroup	division	subdivision	class	order	family	genus	species	trophic_mode
ZOTU-V7_10254	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10259	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Scuticociliatia_2	Pleuronematida	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1026	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10262	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10263	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10264	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_10265	Eukaryota	TSAR	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Colpodidiidae	Colpodidiidae_X	Colpodidiidae_X_sp.	heterotrophs
ZOTU-V7_10266	Eukaryota	Obazoa	Opisthokonta	Metazoa	Rotifera	Rotifera_X	Rotifera_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10269	Eukaryota	TSAR	Stramenopiles	Gyrista	Coscinodiscophyceae	Aulacoseirales	Aulacoseiraceae	Aulacoseira	Unassigned	phototrophs
ZOTU-V7_1027	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Pseudodendromonadales_XX	Pseudodendromonadales_XX_sp.	heterotrophs
ZOTU-V7_10270	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_10275	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_10280	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10281	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_10285	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Chytridiales_X	Chytridiales_XX	Chytridiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_10286	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Eubodonida	Bodonidae	Bodo	Unassigned	heterotrophs
ZOTU-V7_1029	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_10290	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Thecofilosea	Cryomonadida	Rhogostoma-lineage	Rhogostoma-lineage_X	Rhogostoma-lineage_X_sp.	NA
ZOTU-V7_10293	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Pseudonosematidae	Pseudonosematidae_sp.	parasites
ZOTU-V7_10297	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_10298	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10299	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Plasmodiophorida_XX	Plasmodiophorida_XX_sp.	parasites
ZOTU-V7_103	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_1030	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10301	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10302	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_10304	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10307	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10308	Eukaryota	TSAR	Alveolata	Ciliophora	Nassophorea	Nassophorea_X	Nassulida	Obertrumia	Obertrumia_georgiana	heterotrophs
ZOTU-V7_10309	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10310	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_10312	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_10317	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10318	Eukaryota	TSAR	Alveolata	Ciliophora	Litostomatea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10319	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Mucoromycotina	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1032	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Haptoglossales	Haptoglossa	Haptoglossa_sp.	parasites
ZOTU-V7_10322	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10324	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_vartiovaarae	pathotrophs/saprotrophs/symbiotrophs
ZOTU-V7_10326	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10327	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Daphnia	Unassigned	heterotrophs
ZOTU-V7_1033	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10330	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10332	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10335	Eukaryota	TSAR	Stramenopiles	Gyrista	Bacillariophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10336	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10338	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10339	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_1034	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Hydrurales	Hydrurales_X	Hydrurales_XX	Hydrurales_XX_sp.	phototrophs
ZOTU-V7_10341	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Chromulinales	Chromulinales_X	Chromulinales_XX	Chromulinales_XX_sp.	phototrophs
ZOTU-V7_10345	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_10349	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10350	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Sphaeropleales	Sphaeropleales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_10351	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_10354	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10355	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10358	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10359	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Trepomonas	Trepomonas_steinii	heterotrophs
ZOTU-V7_1036	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_10363	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10364	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10367	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10369	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_1037	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10370	Eukaryota	TSAR	Stramenopiles	Gyrista	Dictyochophyceae	Dictyochophyceae_X	Pedinellales	Pseudopedinella	Pseudopedinella_sp.	phototrophs
ZOTU-V7_10371	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Sphagnum	Unassigned	phototrophs
ZOTU-V7_10376	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_10377	Eukaryota	TSAR	Stramenopiles	Gyrista	Peronosporomycetes	Peronosporomycetes_X	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_10378	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Kinetoplastea_X	Kinetoplastea_XX	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10379	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1038	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Zea	Zea_mays	phototrophs
ZOTU-V7_10380	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Ascomycota_X	Ascomycota_XX	Archaeorhizomyces	Unassigned	heterotrophs
ZOTU-V7_10381	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10382	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10384	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiales	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_10385	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Ascomycota_X	Ascomycota_XX	Archaeorhizomyces	Archaeorhizomyces_finlayi	heterotrophs
ZOTU-V7_10386	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Agaricomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10388	Eukaryota	Obazoa	Opisthokonta	Ichthyosporea	Ichthyophonida	Pseudoperkinsidae	Pseudoperkinsidae_X	Anurofeca	Unassigned	heterotrophs
ZOTU-V7_1039	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_10390	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Neogregarinorida	Actinocephalidae	Monocystis	Monocystis_sp.	parasites
ZOTU-V7_10392	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10396	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.	heterotrophs
ZOTU-V7_10398	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10399	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_104	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_1040	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Unassigned	Unassigned	Unassigned	Unassigned	saprotrophs/parasites
ZOTU-V7_10403	Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Protacanthamoeba	Unassigned	heterotrophs
ZOTU-V7_10404	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Mastigamoeba_sp.	heterotrophs
ZOTU-V7_10405	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Group-Te	Group_Te_sp.	heterotrophs
ZOTU-V7_10406	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Pseudodendromonadales	Pseudodendromonadales_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10407	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Imbricatea	Paracercomonadida	Paracercomonadida_X	Brevimastigomonas	Brevimastigomonas_motovehiculus	heterotrophs
ZOTU-V7_10408	Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Acanthopodida	Acanthamoebidae	Acanthamoeba	Acanthamoeba_sp.	heterotrophs
ZOTU-V7_10409	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycota_X	Chytridiomycota_XX	Chytridiomycota_XXX	Chytridiomycota_XXX_sp.	saprotrophs/parasites
ZOTU-V7_1041	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Pezizomycotina	Eurotiomycetes	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10412	Eukaryota	Obazoa	Opisthokonta	Metazoa	Arthropoda	Crustacea	Branchiopoda	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10413	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10414	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10415	Eukaryota	TSAR	Rhizaria	Cercozoa	Novel-clade-10-12	Novel-clade-10	Novel-clade-10_X	Novel-clade-10_XX	Novel-clade-10_XX_sp.	heterotrophs
ZOTU-V7_10417	Eukaryota	TSAR	Alveolata	Perkinsea	Perkinsida	Perkinsida_X	Perkinsida_XX	Perkinsida_XXX	Perkinsida_XXX_sp.	parasites
ZOTU-V7_10419	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_10424	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Petalomonadida	Eupetalomonads_X	Eupetalomonads_XX	Eupetalomonads_XX_sp.	NA
ZOTU-V7_10425	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_10429	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10430	Eukaryota	TSAR	Alveolata	Ciliophora	Oligohymenophorea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10431	Eukaryota	TSAR	Stramenopiles	Bigyra	Bicoecea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10433	Eukaryota	TSAR	Alveolata	Ciliophora	CONTH_4	CONTH_4_X	CONTH_4_XX	CONTH_4_XXX	CONTH_4_XXX_sp.	heterotrophs
ZOTU-V7_10434	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Tetramitia_VI	Tetramitia_VI_X	Tetramitia_VI_1	Tetramitia_VI_1_sp.	heterotrophs
ZOTU-V7_10435	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10436	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	heterotrophs
ZOTU-V7_10437	Eukaryota	Amoebozoa	Evosea	Evosea_X	Archamoebea	Mastigamoebida	Mastigamoebidae	Mastigamoeba	Unassigned	heterotrophs
ZOTU-V7_10438	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10439	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1044	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Marssoniella	Marssoniella_elegans	parasites
ZOTU-V7_10443	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10444	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10445	Eukaryota	Excavata	Discoba	Euglenozoa	Kinetoplastea	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10446	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_1045	Eukaryota	Obazoa	Opisthokonta	Metazoa	Tardigrada	Tardigrada_X	Tardigrada_XX	Dactylobiotus	Dactylobiotus_sp.	heterotrophs
ZOTU-V7_10450	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10451	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10455	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Arcellinida	Phryganellina	Phryganella	Phryganella_paradoxa	heterotrophs
ZOTU-V7_10456	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Chlorophyceae	Chlamydomonadales	Chlamydomonadales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_10457	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Unassigned	Unassigned	Unassigned	parasites
ZOTU-V7_10459	Eukaryota	Obazoa	Opisthokonta	Metazoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1046	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_10461	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10465	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10466	Eukaryota	Amoebozoa	Tubulinea	Tubulinea_X	Elardia	Euamoebida	Nolandellidae	Nolandellidae_X	Nolandellidae_X_sp.	heterotrophs
ZOTU-V7_10468	Eukaryota	TSAR	Stramenopiles	Gyrista	Chrysophyceae	Unassigned	Unassigned	Unassigned	Unassigned	phototrophs
ZOTU-V7_10469	Eukaryota	TSAR	Alveolata	Apicomplexa	Gregarinomorphea	Eugregarinorida	Gregarinidae	Leidyana1	Leidyana1_sp.	parasites
ZOTU-V7_1047	Eukaryota	TSAR	Stramenopiles	Gyrista	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10471	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozellomycota_XXX	Rozellomycota_XXX_sp.	parasites
ZOTU-V7_10472	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Allapsidae	Allapsidae_X	Allapsidae_X_sp.	heterotrophs
ZOTU-V7_10473	Eukaryota	TSAR	Rhizaria	Cercozoa	Endomyxa-Phytomyxea	Plasmodiophorida	Plasmodiophorida_X	Woronina	Woronina_pythii	parasites
ZOTU-V7_10475	Eukaryota	Obazoa	Opisthokonta	Fungi	Opisthosporidia	Microsporida	Microsporida_X	Unassigned	Unassigned	parasites
ZOTU-V7_10477	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphifilaceae	Amphifilaceae_X	Amphifilaceae_X_sp.	heterotrophs
ZOTU-V7_1048	Eukaryota	TSAR	Alveolata	Chrompodellids	Colpodellidea	Colpodellida	Colpodellaceae	Colpodellidae2	Colpodellidae2_sp.	NA
ZOTU-V7_10483	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Watanabea-Clade	Watanabea-Clade_X	Chloroidium	Unassigned	phototrophs
ZOTU-V7_10484	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10485	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10488	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1049	Eukaryota	TSAR	Alveolata	Ciliophora	Colpodea	Colpodea_X	Bursariomorphida	Bursariomorphida_X	Bursariomorphida_X_sp.	heterotrophs
ZOTU-V7_10491	Eukaryota	TSAR	Stramenopiles	Gyrista	Eustigmatophyceae	Eustigmatophyceae_X	Eustigmatophyceae_XX	Paraeustigmatos	Paraeustigmatos_columelliferus	phototrophs
ZOTU-V7_10493	Eukaryota	Obazoa	Opisthokonta	Fungi	Basidiomycota	Agaricomycotina	Tremellomycetes	Tremellomycetes_X	Tremellomycetes_X_sp.	heterotrophs
ZOTU-V7_1050	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Rhizophydiales	Rhizophydiales_X	Rhizophydiales_XX	Rhizophydiales_XX_sp.	saprotrophs/parasites
ZOTU-V7_10500	Eukaryota	Amoebozoa	Discosea	Discosea_X	Centramoebia	Himatismenida	Cochliopodiidae	Cochliopodium	Cochliopodium_plurinucleolum	heterotrophs
ZOTU-V7_10501	Eukaryota	Archaeplastida	Chlorophyta	Chlorophyta_X	Trebouxiophyceae	Chlorellales	Chlorellales_X	Unassigned	Unassigned	phototrophs
ZOTU-V7_10502	Eukaryota	Obazoa	Opisthokonta	Fungi	Ascomycota	Saccharomycotina	Saccharomycetales	Candida	Candida_sp.	pathotrophs/saprotrophs/symbiotrophs
ZOTU-V7_10504	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Granofilosea	Desmothoracida	Clathrulinidae	Clathrulinidae_X	Clathrulinidae_X_sp.	NA
ZOTU-V7_10505	Eukaryota	Archaeplastida	Streptophyta	Streptophyta_X	Embryophyceae	Embryophyceae_X	Embryophyceae_XX	Unassigned	Unassigned	phototrophs
ZOTU-V7_10509	Eukaryota	TSAR	Alveolata	Dinoflagellata	Dinophyceae	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10510	Eukaryota	Obazoa	Opisthokonta	Fungi	Rozellomycota	Rozellomycota_X	Rozellomycota_XX	Rozella	Rozella_allomycis	parasites
ZOTU-V7_10511	Eukaryota	TSAR	Rhizaria	Cercozoa	Filosa-Sarcomonadea	Glissomonadida	Sandonidae	Sandonidae_X	Sandonidae_X_sp.	heterotrophs
ZOTU-V7_10513	Eukaryota	TSAR	Rhizaria	Cercozoa	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	NA
ZOTU-V7_10516	Eukaryota	TSAR	Alveolata	Ciliophora	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10519	Eukaryota	Excavata	Metamonada	Fornicata	Fornicata_X	Diplomonadida	Hexamitidae	Unassigned	Unassigned	heterotrophs
ZOTU-V7_1052	Eukaryota	Obazoa	Opisthokonta	Fungi	Chytridiomycota	Chytridiomycota_X	Chytridiomycota_XX	Chytridiomycota_XXX	Chytridiomycota_XXX_sp.	saprotrophs/parasites
ZOTU-V7_10526	Eukaryota	Obazoa	Opisthokonta	Fungi	Mucoromycota	Glomeromycotina	Diversisporales	Acaulospora	Unassigned	symbiotrophs
ZOTU-V7_10527	Eukaryota	Excavata	Discoba	Discoba_X	Heterolobosea	Heterolobosea_X	Creneidae	Creneis	Creneis_carolina	heterotrophs
ZOTU-V7_10529	Eukaryota	Obazoa	Opisthokonta	Metazoa	Nematoda	Enoplea	Enoplea_X	Tobrilus	Tobrilus_gracilis	heterotrophs
ZOTU-V7_10530	Eukaryota	TSAR	Stramenopiles	Bigyra	Sagenista	Labyrinthulomycetes	Amphitraemidae	Amphitrema	Amphitrema_sp.	heterotrophs
ZOTU-V7_10532	Eukaryota	Obazoa	Opisthokonta	Fungi	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	heterotrophs
ZOTU-V7_10536	Eukaryota	Excavata	Discoba	Euglenozoa	Euglenida	Aphagea	Astasiidae	Astasia	Astasia_torta	heterotrophs
