"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V9_31911","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_31906","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA
"ZOTU-V9_31909","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V9_31913","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V9_31903","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX","Paramacrobiotus","Paramacrobiotus_richtersi"
"ZOTU-V9_31908","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_31912","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia",NA
"ZOTU-V9_31918","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_31919","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae",NA,NA
"ZOTU-V9_31922","Obazoa","Eukaryota","Opisthokonta-Fungi","Zoopagomycota","Kickxellomycotina",NA,NA,NA
"ZOTU-V9_31935","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_31927","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Mucoromycotina","Endogonales","Endogone","Endogone_pisiformis"
"ZOTU-V9_31933","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes",NA,NA
"ZOTU-V9_31939","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_31940","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_31936","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Lecanoromycetes","Stereocaulon","Stereocaulon_paschale"
"ZOTU-V9_31944","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_31945","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_31950","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Tomentella","Tomentella_sp."
"ZOTU-V9_31956","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_31958","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Ischnamoebidae","Darbyshirella","Darbyshirella_terrestris"
"ZOTU-V9_31961","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp."
"ZOTU-V9_31977","Excavata","Eukaryota","Discoba-Euglenozoa",NA,NA,NA,NA,NA
"ZOTU-V9_31965","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_31994","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_32003","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Amphifilaceae_X","Amphifilaceae_X_sp."
"ZOTU-V9_32002","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Leptophryidae",NA,NA
"ZOTU-V9_32008","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_32012","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_32016","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32014","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32026","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_32040","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_32037","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida","Trinematidae","Trinematidae_X","Trinematidae_X_sp."
"ZOTU-V9_32068","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_32071","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32090","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Jirovecia","Jirovecia_sinensis"
"ZOTU-V9_32091","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_32103","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32121","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium",NA
"ZOTU-V9_32112","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA
"ZOTU-V9_32113","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32126","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32134","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonas","Alphamonas_sp."
"ZOTU-V9_32141","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X",NA,NA
"ZOTU-V9_32149","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Ulvophyceae",NA,NA,NA,NA
"ZOTU-V9_32159","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_32167","TSAR","Eukaryota","Alveolata-Apicomplexa","Coccidiomorphea","Eimeriida","Eimeriidae",NA,NA
"ZOTU-V9_32155","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Chalciporus","Chalciporus_piperatus"
"ZOTU-V9_32177","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea",NA,NA,NA
"ZOTU-V9_32168","TSAR","Eukaryota","Rhizaria-Cercozoa","Sainouroidea","Sainouroidea_X","Guttulinopsidae","Puppisaman","Puppisaman_gallanis"
"ZOTU-V9_32178","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_32181","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Hexapoda","Insecta","Chironomus","Chironomus_tepperi"
"ZOTU-V9_32174","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_32188","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Jirovecia","Jirovecia_sinensis"
"ZOTU-V9_32182","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Paraschneideria","Paraschneideria_metamorphosa"
"ZOTU-V9_32189","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_32187","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32194","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_32186","Obazoa","Eukaryota","Opisthokonta-Metazoa","Annelida","Annelida_X","Annelida_XX",NA,NA
"ZOTU-V9_32205","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32208","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32219","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales","Aphanomyces",NA
"ZOTU-V9_32210","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes","Leptosphaeria","Leptosphaeria_maculans"
"ZOTU-V9_32218","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_32217","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Dermocystida","Rhynosporidae","Rhynosporidae_X",NA,NA
"ZOTU-V9_32237","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32240","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ZOTU-V9_32248","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_nasturtii"
"ZOTU-V9_32243","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32245","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Glomeromycotina","Diversisporales","Acaulospora","Acaulospora_cavernata"
"ZOTU-V9_32257","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_32277","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_32264","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32270","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V9_32274","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium",NA
"ZOTU-V9_32267","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32275","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Lecanoromycetes","Stereocaulon","Stereocaulon_vesuvianum"
"ZOTU-V9_32289","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_32296","Amoebozoa","Eukaryota","Evosea-Evosea_X",NA,NA,NA,NA,NA
"ZOTU-V9_32292","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V9_32302","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V9_32299","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Sistotrema","Sistotrema_sernanderi"
"ZOTU-V9_32304","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales",NA,NA,NA
"ZOTU-V9_32303","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes",NA,NA
"ZOTU-V9_32317","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32312","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32319","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Trechispora","Trechispora_sp."
"ZOTU-V9_32328","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_32333","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_32339","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_32353","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X",NA,NA,NA
"ZOTU-V9_32362","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Hartmannellidae","Saccamoeba",NA
"ZOTU-V9_32352","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32359","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32367","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae",NA,NA
"ZOTU-V9_32387","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellata_XX_Clade-2","Sphaeroeca","Sphaeroeca_volvox"
"ZOTU-V9_32393","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_32404","TSAR","Eukaryota","Alveolata-Ciliophora","Plagiopylea","Plagiopylea_X",NA,NA,NA
"ZOTU-V9_32401","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Limnofilida","Limnofilidae",NA,NA
"ZOTU-V9_32412","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_32429","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32426","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32441","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_PRO1","Ichthyobodonidae_PRO1_sp."
"ZOTU-V9_32458","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiaceae","Rhizophydium","Rhizophydium_patellarium"
"ZOTU-V9_32465","TSAR","Eukaryota","Rhizaria-Cercozoa","Sainouroidea","Sainouroidea_X","Guttulinopsidae","Rosculus",NA
"ZOTU-V9_32487","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_32472","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32485","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V9_32489","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32497","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V9_32517","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX",NA,NA
"ZOTU-V9_32510","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32526","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Nematopsis","Nematopsis_temporariae"
"ZOTU-V9_32536","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V9_32530","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Glugoides","Glugoides_intestinalis"
"ZOTU-V9_32523","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32531","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_32535","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Pezizomycetes","Pezizomycetes_X","Pezizomycetes_X_sp."
"ZOTU-V9_32528","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32548","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V9_32546","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_32558","Amoebozoa","Eukaryota","Discosea-Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","Cochliopodium",NA
"ZOTU-V9_32563","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32562","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X","Colpodida",NA,NA
"ZOTU-V9_32571","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiaceae",NA,NA
"ZOTU-V9_32582","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V9_32598","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_PRO1","Ichthyobodonidae_PRO1_sp."
"ZOTU-V9_32590","TSAR","Eukaryota","Alveolata-Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Pseudocyrtolophosis","Pseudocyrtolophosis_alpestris"
"ZOTU-V9_32591","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32614","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Granofilosea","Filosa-Granofilosea_X","Novel-Gran-5","Novel-Gran-5_X","Novel-Gran-5_X_sp."
"ZOTU-V9_32605","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V9_32610","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Paramicrosporidium","Paramicrosporidium_saccamoebae"
"ZOTU-V9_32631","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana2",NA
"ZOTU-V9_32623","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32627","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida","Trinematidae","Trinematidae_X","Trinematidae_X_sp."
"ZOTU-V9_32628","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Melampsoridium","Melampsoridium_sp."
"ZOTU-V9_32634","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32633","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32651","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_32656","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Paracercomonadidae",NA,NA
"ZOTU-V9_32657","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales","Ochromonadaceae","Spumella","Spumella_rotundata"
"ZOTU-V9_32658","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida",NA,NA,NA
"ZOTU-V9_32668","TSAR","Eukaryota","Alveolata-Ciliophora","CONTH_5","CONTH_5_X","CONTH_5_XX","CONTH_5_XXX","CONTH_5_XXX_sp."
"ZOTU-V9_32664","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Neocallimastigales","Neocallimastigaceae",NA,NA
"ZOTU-V9_32715","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_32694","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chloromonas",NA
"ZOTU-V9_32691","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32703","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V9_32707","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_32705","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32724","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32739","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_32759","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Giardia","Giardia_intestinalis"
"ZOTU-V9_32762","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_32784","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XXX","Kinetoplastea_XXX_sp."
"ZOTU-V9_32779","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae",NA,NA
"ZOTU-V9_32781","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V9_32806","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","Staurosira","Staurosira_construens"
"ZOTU-V9_32822","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_32831","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Oligohymenophorea_X","Oligohymenophorea_XX","Oligohymenophorea_XXX","Oligohymenophorea_XXX_sp."
"ZOTU-V9_32833","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32842","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Ascogregarina","Ascogregarina_sp."
"ZOTU-V9_32844","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V9_32848","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V9_32847","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32851","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_32862","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V9_32887","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V9_32883","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Spongomonadida","Spongomonadidae","Spongomonas","Spongomonas_minima"
"ZOTU-V9_32897","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_32910","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_32902","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32906","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_32926","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_32920","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea","Acrasida","Acrasidae","Allovahlkampfia","Allovahlkampfia_sp."
"ZOTU-V9_32924","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Diplophrydaceae","Diplophrys","Diplophrys_sp."
"ZOTU-V9_32922","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32932","Amoebozoa","Eukaryota","Discosea-Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","Cochliopodium",NA
"ZOTU-V9_32956","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida",NA,NA,NA
"ZOTU-V9_32950","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_32968","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_32980","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XXX","Kinetoplastea_XXX_sp."
"ZOTU-V9_32972","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Coleochaetophyceae","Coleochaetophyceae_X","Coleochaetophyceae_XX","Coleochaete",NA
"ZOTU-V9_32977","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V9_32987","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Peridiniales","Peridiniaceae","Peridinium","Peridinium_willei"
"ZOTU-V9_32991","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Neobodonidae","Neobodo","Neobodo_sp."
"ZOTU-V9_32982","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida","Arachnida_X","Arachnida_X_sp."
"ZOTU-V9_32984","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_32988","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_32993","Obazoa","Eukaryota","Opisthokonta-Ichthyosporea","Dermocystida","Rhynosporidae","Rhynosporidae_X",NA,NA
"ZOTU-V9_32997","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
