"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V9_7238","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_7239","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporomycetes_XX","Peronosporomycetes_XXX","Peronosporomycetes_XXX_sp."
"ZOTU-V9_7247","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_7241","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Teuthophrys","Teuthophrys_trisulca"
"ZOTU-V9_7242","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales",NA,NA,NA
"ZOTU-V9_7252","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Lagenidium","Lagenidium_giganteum"
"ZOTU-V9_7248","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea",NA,NA,NA,NA
"ZOTU-V9_7245","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA
"ZOTU-V9_7257","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_7268","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_7263","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_7272","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_7278","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Eubodonida","Bodonidae","Bodo","Bodo_sp."
"ZOTU-V9_7279","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsea_X","Perkinsea_XX","Perkinsea_XXX","Perkinsea_XXXX","Perkinsea_XXXX_sp."
"ZOTU-V9_7273","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX",NA,NA
"ZOTU-V9_7277","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp."
"ZOTU-V9_7289","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Gieysztoria",NA
"ZOTU-V9_7290","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7296","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7306","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7312","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V9_7319","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V9_7322","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ZOTU-V9_7327","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V9_7324","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_7323","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V9_7329","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_7332","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Pythium","Pythium_undulatum"
"ZOTU-V9_7341","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Phytophthora","Phytophthora_infestans"
"ZOTU-V9_7340","TSAR","Eukaryota","Alveolata-Ciliophora","Armophorea","Armophorea_X",NA,NA,NA
"ZOTU-V9_7343","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella","Korotnevella_jeppesenii"
"ZOTU-V9_7347","TSAR","Eukaryota","Alveolata-Ciliophora","Plagiopylea","Plagiopylea_X","Plagiopylea_XX","Plagiopylea_XXX","Plagiopylea_XXX_sp."
"ZOTU-V9_7349","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_7353","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Cryptococcus",NA
"ZOTU-V9_7356","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V9_7362","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Plasmodiophorida_XX","Plasmodiophorida_XX_sp."
"ZOTU-V9_7377","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V9_7371","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V9_7376","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_7382","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V9_7386","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_nasturtii"
"ZOTU-V9_7379","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7383","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Tectofilosida","Pseudodifflugiidae","Pseudodifflugiidae_X","Pseudodifflugiidae_X_sp."
"ZOTU-V9_7393","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ZOTU-V9_7409","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae",NA,NA
"ZOTU-V9_7432","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_7416","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7434","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V9_7433","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp."
"ZOTU-V9_7440","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_7446","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Hartmannellidae",NA,NA
"ZOTU-V9_7448","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_7445","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7451","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7456","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7454","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_env_clade-I","Chrysophyceae_env_clade-I_X","Chrysophyceae_env_clade-I_XX","Chrysophyceae_env_clade-I_XX_sp."
"ZOTU-V9_7465","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V9_7466","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes",NA,NA
"ZOTU-V9_7469","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X",NA,NA,NA,NA,NA
"ZOTU-V9_7464","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7482","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V9_7484","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V9_7485","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V9_7480","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Tricladium","Tricladium_patulum"
"ZOTU-V9_7500","TSAR","Eukaryota","Stramenopiles-Bigyra",NA,NA,NA,NA,NA
"ZOTU-V9_7501","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Gieysztoria",NA
"ZOTU-V9_7515","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Neobodonida","Rhynchomonadidae","Rhynchomonas","Rhynchomonas_sp."
"ZOTU-V9_7510","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Embryophyceae_XXX","Embryophyceae_XXX_sp."
"ZOTU-V9_7514","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Pseudopediastrum",NA
"ZOTU-V9_7516","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V9_7529","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"ZOTU-V9_7537","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea","Kinetoplastea_X","Kinetoplastea_XX","Kinetoplastea_XX_MET8","Kinetoplastea_XX_MET8_sp."
"ZOTU-V9_7532","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Vampyrellidae","Vampyrella","Vampyrella_sp."
"ZOTU-V9_7534","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_7538","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales",NA,NA,NA
"ZOTU-V9_7548","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_7554","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_7568","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Euglenophyceae","Euglenaceae","Colacium",NA
"ZOTU-V9_7572","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dermamoebida","Mayorellidae","Mayorella","Mayorella_sp."
"ZOTU-V9_7593","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Nolandellidae","Nolandellidae_X","Nolandellidae_X_sp."
"ZOTU-V9_7610","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_7600","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V9_7602","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7614","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales",NA,NA,NA
"ZOTU-V9_7622","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Plasmodiophorida_X","Spongospora","Spongospora_subterranea"
"ZOTU-V9_7629","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae","Petalomonas","Petalomonas_sphagnophila"
"ZOTU-V9_7616","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7617","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_7638","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V9_7627","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Tectofilosida",NA,NA,NA
"ZOTU-V9_7628","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V9_7642","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V9_7651","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_7634","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V9_7643","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Cymbellales","Cymbellaceae","Cymbopleura","Cymbopleura_naviculiformis"
"ZOTU-V9_7649","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_7653","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Spizellomycetales","Spizellomycetales_X","Spizellomycetales_XX","Spizellomycetales_XX_sp."
"ZOTU-V9_7658","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7669","TSAR","Eukaryota","Stramenopiles-Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales",NA,NA
"ZOTU-V9_7665","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7662","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_7680","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_sp."
"ZOTU-V9_7684","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7687","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiomycota_X","Chytridiomycota_XX","Chytridiomycota_XXX","Chytridiomycota_XXX_sp."
"ZOTU-V9_7689","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V9_7691","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7694","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7699","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida","Euglyphidae","Euglypha","Euglypha_filifera"
"ZOTU-V9_7702","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Oxytricha","Oxytricha_granulifera"
"ZOTU-V9_7707","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_7703","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7716","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota",NA,NA,NA,NA
"ZOTU-V9_7717","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V9_7738","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Chromadorea_XX","Chromadorea_XX_sp."
"ZOTU-V9_7732","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V9_7749","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp."
"ZOTU-V9_7760","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_7758","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_7759","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V9_7774","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peniculia","Parameciidae","Paramecium",NA
"ZOTU-V9_7771","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7775","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7783","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V9_7785","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales",NA,NA
"ZOTU-V9_7778","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7788","TSAR","Eukaryota","Telonemia-Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp."
"ZOTU-V9_7784","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Leotiomycetes_X","Leotiomycetes_X_sp."
"ZOTU-V9_7787","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida",NA,NA,NA
"ZOTU-V9_7795","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7803","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7807","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7817","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V9_7818","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales",NA,NA
"ZOTU-V9_7819","Cryptista","Eukaryota","Kathablepharidacea-Kathablepharida","Kathablepharidea","Kathablepharidida","Kathablepharidida_X","Kathablepharidida_XX","Kathablepharidida_XX_sp."
"ZOTU-V9_7822","TSAR","Eukaryota","Alveolata-Chrompodellids","Colpodellidea","Colpodellida","Alphamonaceae","Alphamonas",NA
"ZOTU-V9_7829","TSAR","Eukaryota","Alveolata-Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp."
"ZOTU-V9_7825","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V9_7833","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Leptomitales","Leptomitales_X","Leptomitales_X_sp."
"ZOTU-V9_7845","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V9_7834","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V9_7853","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V9_7849","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Monomastix","Monomastix_minuta"
"ZOTU-V9_7851","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea","Craspedida",NA,NA,NA
"ZOTU-V9_7854","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7870","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp."
"ZOTU-V9_7873","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X",NA,NA,NA,NA,NA
"ZOTU-V9_7884","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Pansomonadida","Pansomonadida_X","Pansomonadida_XX","Pansomonadida_XX_sp."
"ZOTU-V9_7891","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia",NA,NA,NA
"ZOTU-V9_7913","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V9_7906","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea","Choanoflagellatea_X","Choanoflagellatea_XX_Group_L","Choanoflagellatea_XXX_Group_L_X","Choanoflagellatea_XXX_Group_L_X_sp."
"ZOTU-V9_7911","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_7924","Amoebozoa","Eukaryota","Evosea-Eumycetozoa","Myxogastria_Fuscisporidia","Physarida","Didymiidae","Diderma","Diderma_niveum"
"ZOTU-V9_7915","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae","Monomastix",NA
"ZOTU-V9_7919","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V9_7918","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7934","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V9_7942","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V9_7941","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V9_7954","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Menoidium","Menoidium_gibbum"
"ZOTU-V9_7947","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V9_7956","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V9_7951","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7960","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12C","MAST-12C_sp."
"ZOTU-V9_7970","Obazoa","Eukaryota","Opisthokonta-Metazoa","Craniata","Craniata_X","Mammalia","Homo","Homo_sapiens"
"ZOTU-V9_7961","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7958","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V9_7962","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V9_7963","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7966","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V9_7971","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_7974","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae","Asulcocephalium",NA
"ZOTU-V9_7979","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V9_7981","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X","Mononchus","Mononchus_truncatus"
"ZOTU-V9_7980","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales",NA,NA,NA
"ZOTU-V9_7997","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Glissomonadida_X","Glissomonadida_XX","Glissomonadida_XX_sp."
"ZOTU-V9_7999","Obazoa","Eukaryota","Opisthokonta-Fungi","Blastocladiomycota","Blastocladiomycotina","Blastocladiomycetes","Hyaloraphidium","Hyaloraphidium_curvatum"
"ZOTU-V9_8004","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_8025","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V9_8024","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V9_8022","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Haptoglossales","Haptoglossa","Haptoglossa_sp."
"ZOTU-V9_8015","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista",NA,NA,NA,NA
"ZOTU-V9_8019","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Lecanoromycetes","Calyptrozyma","Calyptrozyma_arxii"
"ZOTU-V9_8020","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V9_8030","Obazoa","Eukaryota","Opisthokonta-Choanoflagellata","Choanoflagellatea",NA,NA,NA,NA
"ZOTU-V9_8037","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V9_8056","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetes_X","Agaricomycetes_X_sp."
