"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_21950","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Cluster-I","Chrysophyceae_Cluster-I_X","Chrysophyceae_Cluster-I_XX","Chrysophyceae_Cluster-I_XX_sp."
"ZOTU-V7_21959","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21958","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V7_21954","TSAR","Eukaryota","Alveolata-Dinoflagellata",NA,NA,NA,NA,NA
"ZOTU-V7_21956","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V7_21952","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_21964","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_21961","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Chlorella",NA
"ZOTU-V7_21975","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Trepomonas","Trepomonas_steinii"
"ZOTU-V7_21971","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_21972","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21970","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_21988","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Enterocytospora","Enterocytospora_artemiae"
"ZOTU-V7_21979","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dermamoebida","Mayorellidae","Mayorella","Mayorella_sp."
"ZOTU-V7_21980","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_21982","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_21987","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea",NA,NA,NA,NA
"ZOTU-V7_21992","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Naviculaceae","Caloneis","Caloneis_silicula"
"ZOTU-V7_21986","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Sordariomycetes",NA,NA
"ZOTU-V7_21991","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_clade-XII","Ochromonadales_clade-XII_X","Ochromonadales_clade-XII_X_sp."
"ZOTU-V7_21995","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea",NA,NA,NA,NA
"ZOTU-V7_21993","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_21999","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_22001","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ZOTU-V7_21994","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_22011","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22004","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_22005","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_22012","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_22018","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_22014","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_22029","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_22019","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V7_22017","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_22023","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22022","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22026","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22028","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_22032","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ZOTU-V7_22025","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_22038","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp."
"ZOTU-V7_22035","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Cluster-II","Chrysophyceae_Cluster-II_X","Chrysophyceae_Cluster-II_XX","Chrysophyceae_Cluster-II_XX_sp."
"ZOTU-V7_22043","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_22050","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida",NA,NA
"ZOTU-V7_22048","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V7_22047","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Mamiellophyceae","Monomastigales","Monomastigaceae",NA,NA
"ZOTU-V7_22063","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22052","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_22062","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_22055","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_22058","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales",NA,NA
"ZOTU-V7_22059","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_22064","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_22069","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA
"ZOTU-V7_22075","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_22068","TSAR","Eukaryota","Alveolata-Perkinsea","Perkinsida","Perkinsida_X","Perkinsida_XX","Perkinsida_XXX","Perkinsida_XXX_sp."
"ZOTU-V7_22072","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_22077","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_22079","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_22093","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_22089","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_22082","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22086","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_22092","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22103","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_22109","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_22112","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_22114","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22118","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela",NA,NA
"ZOTU-V7_22124","TSAR","Eukaryota","Stramenopiles-Gyrista","Coscinodiscophyceae",NA,NA,NA,NA
"ZOTU-V7_22115","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_22119","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales",NA,NA,NA
"ZOTU-V7_22126","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas",NA
"ZOTU-V7_22120","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Rhynchostomatia","Dileptidae",NA,NA
"ZOTU-V7_22123","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_22137","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V7_22130","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Ascomycota_X","Ascomycota_XX","Archaeorhizomyces","Archaeorhizomyces_finlayi"
"ZOTU-V7_22134","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae","Leidyana1","Leidyana1_sp."
"ZOTU-V7_22129","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota",NA,NA,NA,NA
"ZOTU-V7_22128","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_22135","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_22132","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22152","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22147","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Monoblepharidales","Gonapodyaceae","Gonapodya","Gonapodya_polymorpha"
"ZOTU-V7_22162","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22148","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Scenedesmus","Scenedesmus_pupukensis"
"ZOTU-V7_22166","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22149","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V7_22156","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp."
"ZOTU-V7_22160","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22169","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Scytomonadidae",NA,NA
"ZOTU-V7_22155","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_22154","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Tectofilosida","Tectofilosida_X","Rhizaspis","Rhizaspis_rugosa"
"ZOTU-V7_22161","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea",NA,NA,NA,NA
"ZOTU-V7_22167","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_22171","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_22184","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22182","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp."
"ZOTU-V7_22175","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Leptomyxida","Leptomyxidae","Leptomyxa","Leptomyxa_arborea"
"ZOTU-V7_22174","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_22178","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Sey055-lineage","Sey055-lineage_X","Sey055-lineage_X_sp."
"ZOTU-V7_22203","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22189","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_22188","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes","Cintractia","Cintractia_limitata"
"ZOTU-V7_22191","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Phalansteriidae","Phalansterium","Phalansterium_sp."
"ZOTU-V7_22205","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22187","TSAR","Eukaryota","Alveolata-Ciliophora","Prostomatea","Prorodontida","Urotrichidae","Urotricha","Urotricha_sp."
"ZOTU-V7_22192","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_22193","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_22201","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Variosea_X","Phalansteriidae","Phalansterium","Phalansterium_sp."
"ZOTU-V7_22195","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_22197","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22200","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Eumonhystera","Eumonhystera_filiformis"
"ZOTU-V7_22212","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_22215","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_22214","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22216","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Peniculia",NA,NA,NA
"ZOTU-V7_22228","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Euamoebida","Hartmannellidae","Saccamoeba","Saccamoeba_sp."
"ZOTU-V7_22222","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_22231","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina","Pucciniomycetes","Melampsora",NA
"ZOTU-V7_22235","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_22245","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22232","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_22234","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Gregarinomorphea_X_GRE7","Gregarinomorphea_X_GRE7_X","Gregarinomorphea_X_GRE7_XX","Gregarinomorphea_X_GRE7_XX_sp."
"ZOTU-V7_22237","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Metateratocephalus","Metateratocephalus_crassidens"
"ZOTU-V7_22242","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_22254","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae",NA,NA
"ZOTU-V7_22257","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22243","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_22248","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Cryomonadida","Rhogostoma-lineage",NA,NA
"ZOTU-V7_22244","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V7_22256","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_22252","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Dactylopodida","Paramoebidae","Korotnevella",NA
"ZOTU-V7_22247","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_22250","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes",NA,NA
"ZOTU-V7_22259","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_22264","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_22266","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_22279","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22270","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_22272","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales",NA,NA,NA
"ZOTU-V7_22288","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Microsporidium","Microsporidium_sp."
"ZOTU-V7_22276","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_22293","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea","Heterolobosea_X","Creneidae","Creneis","Creneis_carolina"
"ZOTU-V7_22287","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Eugregarinorida","Gregarinidae",NA,NA
"ZOTU-V7_22283","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_22282","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_22294","Amoebozoa","Eukaryota","Discosea-Discosea_X","Centramoebia","Acanthopodida",NA,NA,NA
"ZOTU-V7_22292","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_22295","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_22298","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V7_22300","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_22301","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX","Macrobiotus","Macrobiotus_sp."
"ZOTU-V7_22316","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V7_22302","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_22307","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_22310","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22321","TSAR","Eukaryota","Stramenopiles-Bigyra",NA,NA,NA,NA,NA
"ZOTU-V7_22324","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_22325","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_22327","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22326","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Dothideomycetes",NA,NA
"ZOTU-V7_22336","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_22333","TSAR","Eukaryota","Alveolata-Ciliophora","Phyllopharyngea","Cyrtophoria_7","Hartmannulidae","Hartmannulidae_X","Hartmannulidae_X_sp."
"ZOTU-V7_22344","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_22337","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_22347","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales",NA,NA
"ZOTU-V7_22353","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_22349","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22351","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae",NA,NA,NA,NA
"ZOTU-V7_22359","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_22355","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales",NA,NA,NA
"ZOTU-V7_22361","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22367","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_22368","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Chrysophyceae_Cluster-II","Chrysophyceae_Cluster-II_X","Chrysophyceae_Cluster-II_XX","Chrysophyceae_Cluster-II_XX_sp."
"ZOTU-V7_22365","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_22378","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Flamellidae","Flamella-lineage","Flamella-lineage_X","Flamella-lineage_X_sp."
"ZOTU-V7_22374","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_22385","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V7_22376","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22377","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_22379","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22387","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_22406","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_22389","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp."
"ZOTU-V7_22394","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Allapsidae_X","Allapsidae_X_sp."
"ZOTU-V7_22402","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Chelicerata","Arachnida","Arachnida_X","Arachnida_X_sp."
"ZOTU-V7_22399","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_22416","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_22415","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_22411","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_22412","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa","Vampyrellida","Vampyrellidae","Vampyrella",NA
