"","Groups","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ZOTU-V7_21528","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_21530","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Charophyceae","Charophyceae_X","Charophyceae_XX",NA,NA
"ZOTU-V7_21531","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida",NA,NA,NA
"ZOTU-V7_21534","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina",NA,NA,NA
"ZOTU-V7_21535","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota",NA,NA,NA,NA
"ZOTU-V7_21545","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_21540","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_21543","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21550","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X",NA,NA
"ZOTU-V7_21558","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_21553","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp."
"ZOTU-V7_21557","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21559","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V7_21566","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Thaumatomonadida","Peregriniidae","Peregrinia","Peregrinia_sp."
"ZOTU-V7_21560","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21569","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda","Daphnia",NA
"ZOTU-V7_21570","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21571","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Monocystis","Monocystis_sp."
"ZOTU-V7_21574","TSAR","Eukaryota","Alveolata-Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae",NA,NA
"ZOTU-V7_21579","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_sp."
"ZOTU-V7_21584","Excavata","Eukaryota","Discoba-Discoba_X","Heterolobosea","Tetramitia_I","Tetramitia_I_X","Tetramitia_I_XX","Tetramitia_I_XX_sp."
"ZOTU-V7_21578","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21576","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21580","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_21575","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_21601","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_21585","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_4","Didiniidae","Didiniidae_X","Didiniidae_X_sp."
"ZOTU-V7_21592","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21589","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_21588","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Trebouxiophyceae",NA,NA,NA,NA
"ZOTU-V7_21605","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Distigmidae","Distigma","Distigma_curvatum"
"ZOTU-V7_21595","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Charophyceae","Charophyceae_X","Charophyceae_XX",NA,NA
"ZOTU-V7_21603","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_21599","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda",NA,NA
"ZOTU-V7_21602","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_21600","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21617","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_21609","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes",NA,NA
"ZOTU-V7_21615","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_21622","Obazoa","Eukaryota","Opisthokonta-Metazoa","Rotifera","Rotifera_X","Rotifera_XX",NA,NA
"ZOTU-V7_21614","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21620","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21628","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V7_21624","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21630","Obazoa","Eukaryota","Opisthokonta-Fungi","Monoblepharomycota","Sanchytriales","Sanchytriaceae","Sanchytrium","Sanchytrium_tribonematis"
"ZOTU-V7_21623","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Haptoria_2","Haptoria_2_X","Haptoria_2_XX","Haptoria_2_XX_sp."
"ZOTU-V7_21626","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_21631","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomus","Glomus_sp."
"ZOTU-V7_21632","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21641","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Pinnulariaceae","Pinnularia",NA
"ZOTU-V7_21637","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Isoetes_engelmannii"
"ZOTU-V7_21638","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_21640","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21651","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Sorodiplophrys","Sorodiplophrys_stercorea"
"ZOTU-V7_21643","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Cercomonadida","Cercomonadidae","Cercomonas","Cercomonas_alexieffi"
"ZOTU-V7_21647","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Filosa-Thecofilosea_XX","Filosa-Thecofilosea_XXX","Filosa-Thecofilosea_XXX_sp."
"ZOTU-V7_21642","Obazoa","Eukaryota","Opisthokonta-Fungi","Mucoromycota","Glomeromycotina","Glomerales","Glomus","Glomus_sp."
"ZOTU-V7_21649","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Isoetes_engelmannii"
"ZOTU-V7_21663","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X","Microsporidium","Microsporidium_sp."
"ZOTU-V7_21658","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_21656","Obazoa","Eukaryota","Opisthokonta-Fungi","Zoopagomycota","Zoopagomycota_X","Zoopagomycota_XX","Zoopagomycota_XXX","Zoopagomycota_XXX_sp."
"ZOTU-V7_21661","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21667","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_21672","Amoebozoa","Eukaryota","Discosea-Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba_sp."
"ZOTU-V7_21671","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X",NA,NA
"ZOTU-V7_21669","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X",NA,NA,NA,NA,NA
"ZOTU-V7_21677","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_21675","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Chytridiales","Chytridiales_X","Chytridiales_XX","Chytridiales_XX_sp."
"ZOTU-V7_21684","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21678","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Group-Te","Group_Te_sp."
"ZOTU-V7_21682","Amoebozoa","Eukaryota","Tubulinea-Tubulinea_X","Elardia","Leptomyxida","Leptomyxidae","Leptomyxa",NA
"ZOTU-V7_21681","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp."
"ZOTU-V7_21680","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_21688","TSAR","Eukaryota","Alveolata-Ciliophora","Oligohymenophorea","Hymenostomatia","Tetrahymenida","Tetrahymena","Tetrahymena_tropicalis"
"ZOTU-V7_21687","TSAR","Eukaryota","Stramenopiles-Gyrista","Peronosporomycetes","Peronosporomycetes_X",NA,NA,NA
"ZOTU-V7_21690","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_21686","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Urostylidae",NA,NA
"ZOTU-V7_21692","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_21689","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X",NA,NA
"ZOTU-V7_21691","TSAR","Eukaryota","Rhizaria-Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida",NA,NA,NA
"ZOTU-V7_21703","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_21701","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12A-lineage","NC12A-lineage_X","NC12A-lineage_X_sp."
"ZOTU-V7_21699","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_21710","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_21716","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Rhabdomonadales","Menoidium",NA
"ZOTU-V7_21705","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_21708","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21725","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V7_21718","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Maxillopoda","Leptodiaptomus","Leptodiaptomus_moorei"
"ZOTU-V7_21713","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX",NA,NA
"ZOTU-V7_21721","Obazoa","Eukaryota","Opisthokonta-Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Opisthocystis","Opisthocystis_goettei"
"ZOTU-V7_21717","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21714","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp."
"ZOTU-V7_21719","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21722","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21726","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_21730","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21732","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21745","Excavata","Eukaryota","Discoba-Euglenozoa","Kinetoplastea",NA,NA,NA,NA
"ZOTU-V7_21736","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea",NA,NA,NA,NA
"ZOTU-V7_21737","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Zea","Zea_mays"
"ZOTU-V7_21739","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_21735","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21746","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Ustilaginomycotina","Ustilaginomycetes",NA,NA
"ZOTU-V7_21747","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12A-lineage","NC12A-lineage_X","NC12A-lineage_X_sp."
"ZOTU-V7_21749","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21751","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_21753","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21760","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_21752","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X",NA,NA
"ZOTU-V7_21748","TSAR","Eukaryota","Alveolata-Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp."
"ZOTU-V7_21763","Excavata","Eukaryota","Metamonada-Fornicata","Fornicata_X","Diplomonadida","Hexamitidae",NA,NA
"ZOTU-V7_21750","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae",NA,NA
"ZOTU-V7_21754","TSAR","Eukaryota","Stramenopiles-Bigyra","Opalozoa","Opalozoa_X","MAST-12",NA,NA
"ZOTU-V7_21762","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21768","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V7_21766","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Pucciniomycotina",NA,NA,NA
"ZOTU-V7_21764","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp."
"ZOTU-V7_21769","TSAR","Eukaryota","Stramenopiles-Gyrista",NA,NA,NA,NA,NA
"ZOTU-V7_21770","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Imbricatea","Euglyphida","Trinematidae","Trinema","Trinema_enchelys"
"ZOTU-V7_21773","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea",NA,NA,NA,NA
"ZOTU-V7_21787","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida","Eupetalomonads_X","Eupetalomonads_XX","Eupetalomonads_XX_sp."
"ZOTU-V7_21771","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21775","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21783","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Mastigamoeba_punctachora"
"ZOTU-V7_21779","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Ochromonadales",NA,NA,NA
"ZOTU-V7_21777","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX",NA,NA
"ZOTU-V7_21781","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Enoplea","Enoplea_X",NA,NA
"ZOTU-V7_21780","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp."
"ZOTU-V7_21785","TSAR","Eukaryota","Alveolata-Ciliophora","Plagiopylea","Plagiopylea_X",NA,NA,NA
"ZOTU-V7_21782","Obazoa","Eukaryota","Opisthokonta-Metazoa","Tardigrada","Tardigrada_X","Tardigrada_XX",NA,NA
"ZOTU-V7_21778","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21784","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","Staurosira",NA
"ZOTU-V7_21792","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_21788","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea",NA,NA,NA,NA
"ZOTU-V7_21797","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas_sp."
"ZOTU-V7_21802","TSAR","Eukaryota","Alveolata-Ciliophora",NA,NA,NA,NA,NA
"ZOTU-V7_21798","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21801","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21810","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21812","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21816","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_21811","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea","Hypotrichia","Hypotrichia_X","Hypotrichia_XX","Hypotrichia_XX_sp."
"ZOTU-V7_21819","Haptista","Eukaryota","Centroplasthelida-Centroplasthelida_X","Pterocystida","Raphidista","Choanocystidae","Choanocystis","Choanocystis_sp."
"ZOTU-V7_21817","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Carteria",NA
"ZOTU-V7_21831","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_21821","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21842","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Aphagea","Distigmidae","Distigma","Distigma_sennii"
"ZOTU-V7_21837","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda","Crustacea","Branchiopoda",NA,NA
"ZOTU-V7_21836","Obazoa","Eukaryota","Opisthokonta-Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Zoophagus","Zoophagus_insidians"
"ZOTU-V7_21841","Obazoa","Eukaryota","Opisthokonta-Fungi","Chytridiomycota",NA,NA,NA,NA
"ZOTU-V7_21853","Amoebozoa","Eukaryota","Discosea-Discosea_X","Flabellinia","Vannellida","Vannellidae","Ripella","Ripella_sp."
"ZOTU-V7_21844","TSAR","Eukaryota","Stramenopiles-Bigyra","Bicoecea","Pseudodendromonadales","Pseudodendromonadales_X","Pseudodendromonadales_XX","Pseudodendromonadales_XX_sp."
"ZOTU-V7_21847","Obazoa","Eukaryota","Opisthokonta-Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp."
"ZOTU-V7_21849","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21856","Obazoa","Eukaryota","Opisthokonta-Metazoa","Nematoda","Chromadorea","Chromadorea_X","Eumonhystera","Eumonhystera_sp."
"ZOTU-V7_21854","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21857","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21858","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Saccharomycotina","Saccharomycetales",NA,NA
"ZOTU-V7_21867","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_21875","Amoebozoa","Eukaryota","Evosea-Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba",NA
"ZOTU-V7_21868","Archaeplastida","Eukaryota","Chlorophyta-Chlorophyta_X","Chlorophyceae",NA,NA,NA,NA
"ZOTU-V7_21873","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_21878","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21880","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21881","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21885","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp."
"ZOTU-V7_21891","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_21887","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21889","TSAR","Eukaryota","Rhizaria-Rhizaria_X","Rhizaria_XX","Aquavolonida","Aquavolonida_X","Aquavolon","Aquavolon_dientrani"
"ZOTU-V7_21894","TSAR","Eukaryota","Rhizaria-Cercozoa","Novel-clade-10-12","Novel-clade-10","Novel-clade-10_X","Novel-clade-10_XX","Novel-clade-10_XX_sp."
"ZOTU-V7_21895","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21901","TSAR","Eukaryota","Alveolata-Apicomplexa",NA,NA,NA,NA,NA
"ZOTU-V7_21904","Obazoa","Eukaryota","Opisthokonta-Fungi",NA,NA,NA,NA,NA
"ZOTU-V7_21906","TSAR","Eukaryota","Rhizaria-Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Allapsidae","Group-Te","Group_Te_sp."
"ZOTU-V7_21909","Archaeplastida","Eukaryota","Streptophyta-Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Isoetes_engelmannii"
"ZOTU-V7_21912","TSAR","Eukaryota","Rhizaria-Cercozoa",NA,NA,NA,NA,NA
"ZOTU-V7_21922","Amoebozoa","Eukaryota","Evosea-Evosea_X","Variosea","Fractovitellida","Acramoebidae","Acramoeba","Acramoeba_dendroida"
"ZOTU-V7_21917","Obazoa","Eukaryota","Opisthokonta-Fungi","Zoopagomycota","Zoopagomycota_X","Zoopagomycota_XX","Zoopagomycota_XXX","Zoopagomycota_XXX_sp."
"ZOTU-V7_21915","TSAR","Eukaryota","Alveolata-Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX",NA,NA
"ZOTU-V7_21928","TSAR","Eukaryota","Stramenopiles-Gyrista","Chrysophyceae",NA,NA,NA,NA
"ZOTU-V7_21930","TSAR","Eukaryota","Stramenopiles-Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae",NA,NA
"ZOTU-V7_21938","Excavata","Eukaryota","Discoba-Euglenozoa","Euglenida","Petalomonadida",NA,NA,NA
"ZOTU-V7_21935","TSAR","Eukaryota","Alveolata-Dinoflagellata","Dinophyceae",NA,NA,NA,NA
"ZOTU-V7_21933","Obazoa","Eukaryota","Opisthokonta-Metazoa","Arthropoda",NA,NA,NA,NA
"ZOTU-V7_21936","Obazoa","Eukaryota","Opisthokonta-Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Cystofilobasidium","Cystofilobasidium_sp."
"ZOTU-V7_21942","Obazoa","Eukaryota","Opisthokonta-Metazoa",NA,NA,NA,NA,NA
"ZOTU-V7_21939","TSAR","Eukaryota","Alveolata-Ciliophora","Spirotrichea",NA,NA,NA,NA
"ZOTU-V7_21940","Obazoa","Eukaryota","Opisthokonta-Fungi","Ascomycota","Pezizomycotina",NA,NA,NA
"ZOTU-V7_21943","Obazoa","Eukaryota","Opisthokonta-Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX",NA,NA
"ZOTU-V7_21962","Obazoa","Eukaryota","Opisthokonta-Fungi","Opisthosporidia","Microsporida","Microsporida_X",NA,NA
"ZOTU-V7_21951","TSAR","Eukaryota","Stramenopiles-Gyrista","Bacillariophyceae","Naviculales","Stauroneidaceae",NA,NA
