"","asv_code","domain","supergroup","division","subdivision","class","order","family","genus","species","trophic_mode"
"2899","ZOTU-V7_14986","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Peronosporales","Unassigned","Unassigned","parasites"
"2900","ZOTU-V7_1499","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Unassigned","Unassigned","Unassigned","parasites"
"2901","ZOTU-V7_14992","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Petalomonadida","Unassigned","Unassigned","Unassigned",NA
"2902","ZOTU-V7_14993","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Urostylidae","Uroleptus","Unassigned","heterotrophs"
"2903","ZOTU-V7_14994","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Polymyxa-lineage","Unassigned","Unassigned","parasites"
"2904","ZOTU-V7_14995","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2905","ZOTU-V7_14996","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Staurosiraceae","Staurosira","Staurosira_construens","phototrophs"
"2906","ZOTU-V7_15","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Litostomatea_X","Litostomatea_XX","Litostomatea_XXX","Litostomatea_XXX_sp.","heterotrophs"
"2907","ZOTU-V7_150","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_X","Chrysophyceae_XX","Chrysophyceae_XXX","Chrysophyceae_XXX_sp.","phototrophs"
"2908","ZOTU-V7_15000","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Unassigned","Unassigned","phototrophs"
"2909","ZOTU-V7_15003","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2910","ZOTU-V7_15004","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2911","ZOTU-V7_15005","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2912","ZOTU-V7_15006","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2913","ZOTU-V7_15007","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"2914","ZOTU-V7_15013","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2915","ZOTU-V7_15016","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2916","ZOTU-V7_15019","Eukaryota","TSAR","Alveolata","Apicomplexa","Gregarinomorphea","Neogregarinorida","Actinocephalidae","Unassigned","Unassigned","parasites"
"2917","ZOTU-V7_1502","Eukaryota","TSAR","Rhizaria","Cercozoa","Novel-clade-10-12","Novel-clade-12","NC12B-lineage","NC12B-lineage_X","NC12B-lineage_X_sp.",NA
"2918","ZOTU-V7_15023","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Hydrurales","Hydrurales_Clade-II","Hydrurales_Clade-II_X","Hydrurales_Clade-II_X_sp.","phototrophs"
"2919","ZOTU-V7_15024","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2920","ZOTU-V7_15026","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Cymbellales","Gomphonemataceae","Unassigned","Unassigned","phototrophs"
"2921","ZOTU-V7_15029","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"2922","ZOTU-V7_1503","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Unassigned","Unassigned","heterotrophs"
"2923","ZOTU-V7_15030","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae","Cryptomonadales","Cryptomonadales_X","Unassigned","Unassigned",NA
"2924","ZOTU-V7_15031","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Oedogoniales","Oedogoniales_X","Unassigned","Unassigned","phototrophs"
"2925","ZOTU-V7_15032","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2926","ZOTU-V7_15039","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Agaricomycetes_X","Agaricomycetes_X_sp.","heterotrophs"
"2927","ZOTU-V7_1504","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Zygnemophyceae","Zygnemophyceae_X","Zygnemophyceae_XX","Spirogyra","Spirogyra_sp.","phototrophs"
"2928","ZOTU-V7_15043","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2929","ZOTU-V7_15046","Eukaryota","Obazoa","Opisthokonta","Fungi","Fungi_X","Fungi_XX","Fungi_XXX","Fungi_XXXX","Fungi_XXXX_sp.","heterotrophs"
"2930","ZOTU-V7_1505","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2931","ZOTU-V7_15050","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2932","ZOTU-V7_15051","Eukaryota","Obazoa","Opisthokonta","Metazoa","Rotifera","Rotifera_X","Rotifera_XX","Unassigned","Unassigned","heterotrophs"
"2933","ZOTU-V7_15053","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2934","ZOTU-V7_15054","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2935","ZOTU-V7_15059","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2936","ZOTU-V7_1506","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"2937","ZOTU-V7_15060","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Unassigned","Unassigned","Unassigned","phototrophs"
"2938","ZOTU-V7_15062","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.","heterotrophs"
"2939","ZOTU-V7_15063","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2940","ZOTU-V7_15064","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2941","ZOTU-V7_15065","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Chlorella","Unassigned","phototrophs"
"2942","ZOTU-V7_15066","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2943","ZOTU-V7_1507","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"2944","ZOTU-V7_15071","Eukaryota","Excavata","Metamonada","Fornicata","Fornicata_X","Diplomonadida","Hexamitidae","Unassigned","Unassigned","heterotrophs"
"2945","ZOTU-V7_15075","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2946","ZOTU-V7_15076","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2947","ZOTU-V7_15079","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2948","ZOTU-V7_15080","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyta_XX","Chlorophyta_XXX","Chlorophyta_XXXX","Scotinosphaera","Unassigned","phototrophs"
"2949","ZOTU-V7_15084","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2950","ZOTU-V7_15085","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas_sp.","heterotrophs"
"2951","ZOTU-V7_15089","Eukaryota","Eukaryota_X","Ancyromonadida","Ancyromonadida_X","Ancyromonadida_XX","Ancyromonadida_XXX","Ancyromonadida_Group-1","Ancyromonadida_Group-1_X","Planomonadidae_Group-1_X_sp.","heterotrophs"
"2952","ZOTU-V7_1509","Eukaryota","Amoebozoa","Evosea","Evosea_X","Archamoebea","Mastigamoebida","Mastigamoebidae","Mastigamoeba","Unassigned","heterotrophs"
"2953","ZOTU-V7_15091","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2954","ZOTU-V7_15092","Eukaryota","TSAR","Stramenopiles","Gyrista","Peronosporomycetes","Peronosporomycetes_X","Saprolegniales","Unassigned","Unassigned","parasites"
"2955","ZOTU-V7_15098","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"2956","ZOTU-V7_151","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2957","ZOTU-V7_15106","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Entorrhizomycetes","Entorrhizales","Entorrhiza","Unassigned","pathotrophs"
"2958","ZOTU-V7_15108","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Ostracoda","Candona","Candona_candida","heterotrophs"
"2959","ZOTU-V7_1511","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Sphaeropleales","Sphaeropleales_X","Characium","Characium_perforatum","phototrophs"
"2960","ZOTU-V7_15113","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Monoblepharidales","Monoblepharidaceae","Monoblepharis","Unassigned","saprotrophs"
"2961","ZOTU-V7_15116","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2962","ZOTU-V7_15117","Eukaryota","Amoebozoa","Tubulinea","Tubulinea_X","Elardia","Euamoebida","LOS7N/I-lineage","Unassigned","Unassigned","heterotrophs"
"2963","ZOTU-V7_15119","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Agaricomycetes","Unassigned","Unassigned","heterotrophs"
"2964","ZOTU-V7_15120","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Leotiomycetes","Tricladium","Tricladium_chaetocladium","saprotrophs"
"2965","ZOTU-V7_15121","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Fragilariales","Fragilariaceae","Synedra","Synedra_ulna","phototrophs"
"2966","ZOTU-V7_15124","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Aphagea","Distigmidae","Distigma","Distigma_sennii","heterotrophs"
"2967","ZOTU-V7_15125","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Unassigned","heterotrophs"
"2968","ZOTU-V7_15126","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2969","ZOTU-V7_15129","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Himatismenida","Cochliopodiidae","Cochliopodium","Cochliopodium_plurinucleolum","heterotrophs"
"2970","ZOTU-V7_1513","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Unassigned","Unassigned","heterotrophs"
"2971","ZOTU-V7_15130","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Unassigned","Unassigned","phototrophs"
"2972","ZOTU-V7_15131","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Pseudonosematidae","Pseudonosematidae_sp.","parasites"
"2973","ZOTU-V7_15132","Eukaryota","TSAR","Alveolata","Ciliophora","Oligohymenophorea","Peritrichia_2","Sessilida","Unassigned","Unassigned","heterotrophs"
"2974","ZOTU-V7_15133","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Teratocephalus","Unassigned","heterotrophs"
"2975","ZOTU-V7_15135","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Sordariomycetes","Unassigned","Unassigned","heterotrophs"
"2976","ZOTU-V7_15139","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2977","ZOTU-V7_15140","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2978","ZOTU-V7_15141","Eukaryota","Obazoa","Opisthokonta","Metazoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2979","ZOTU-V7_15143","Eukaryota","TSAR","Alveolata","Ciliophora","Litostomatea","Haptoria_5","Pleurostomatida","Unassigned","Unassigned","heterotrophs"
"2980","ZOTU-V7_15144","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"2981","ZOTU-V7_15145","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Unassigned","Unassigned","heterotrophs"
"2982","ZOTU-V7_15146","Eukaryota","Excavata","Discoba","Euglenozoa","Euglenida","Aphagea","Distigmidae","Distigma","Distigma_curvatum","heterotrophs"
"2983","ZOTU-V7_15147","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"2984","ZOTU-V7_1515","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Saccharomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"2985","ZOTU-V7_15153","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2986","ZOTU-V7_15157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2987","ZOTU-V7_15158","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Unassigned","Unassigned","Unassigned","heterotrophs"
"2988","ZOTU-V7_15159","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Sandonidae_X","Sandonidae_X_sp.","heterotrophs"
"2989","ZOTU-V7_1516","Eukaryota","TSAR","Alveolata","Apicomplexa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","parasites"
"2990","ZOTU-V7_15160","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Amphifilaceae","Fibrophrys","Fibrophrys_sp.","heterotrophs"
"2991","ZOTU-V7_15166","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"2992","ZOTU-V7_15167","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2993","ZOTU-V7_1517","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"2994","ZOTU-V7_15172","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"2995","ZOTU-V7_15175","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.","parasites"
"2996","ZOTU-V7_15177","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"2997","ZOTU-V7_15179","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_I","Tetramitia_I_X","Unassigned","Unassigned","heterotrophs"
"2998","ZOTU-V7_15182","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"2999","ZOTU-V7_15187","Eukaryota","Amoebozoa","Discosea","Discosea_X","Flabellinia","Vannellida","Vannellidae","Vannella","Vannella_sp.","heterotrophs"
"3000","ZOTU-V7_15189","Eukaryota","Obazoa","Opisthokonta","Metazoa","Platyhelminthes","Turbellaria","Rhabdocoela","Castrada","Unassigned","heterotrophs"
"3001","ZOTU-V7_1519","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiales_X","Rhizophydiales_XX","Rhizophydiales_XX_sp.","saprotrophs/parasites"
"3002","ZOTU-V7_15190","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"3003","ZOTU-V7_15191","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Pseudonosematidae","Pseudonosematidae_sp.","parasites"
"3004","ZOTU-V7_15192","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"3005","ZOTU-V7_15194","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonadales_XX","Chlamydomonadales_XX_sp.","phototrophs"
"3006","ZOTU-V7_15195","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3007","ZOTU-V7_15197","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"3008","ZOTU-V7_15199","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Hypotrichia","Oxytrichidae","Oxytrichidae_X","Oxytrichidae_X_sp.","heterotrophs"
"3009","ZOTU-V7_152","Eukaryota","TSAR","Alveolata","Ciliophora","CONTH_7","CONTH_7_X","CONTH_7_XX","CONTH_7_XXX","CONTH_7_XXX_sp.","heterotrophs"
"3010","ZOTU-V7_15200","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Unassigned","Unassigned","Unassigned","heterotrophs"
"3011","ZOTU-V7_15202","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","Variosea_XX","Arboramoeba","Arboramoeba_reticulata","heterotrophs"
"3012","ZOTU-V7_15203","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Chlorellales","Chlorellales_X","Unassigned","Unassigned","phototrophs"
"3013","ZOTU-V7_15204","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba_sp.","heterotrophs"
"3014","ZOTU-V7_15208","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"3015","ZOTU-V7_1521","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"3016","ZOTU-V7_15214","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Trebouxiophyceae","Trebouxiophyceae_X","Trebouxiophyceae_XX","Unassigned","Unassigned","phototrophs"
"3017","ZOTU-V7_15215","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Chrysophyceae_Cluster-I","Chrysophyceae_Cluster-I_X","Chrysophyceae_Cluster-I_XX","Chrysophyceae_Cluster-I_XX_sp.","phototrophs"
"3018","ZOTU-V7_15217","Eukaryota","TSAR","Alveolata","Chrompodellids","Colpodellidea","Colpodellida","Colpodellaceae","Colpodellidae2","Colpodellidae2_sp.",NA
"3019","ZOTU-V7_15219","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"3020","ZOTU-V7_1522","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida","Leptophryidae","Unassigned","Unassigned","heterotrophs"
"3021","ZOTU-V7_15222","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3022","ZOTU-V7_15224","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Chlorophyceae","Chlamydomonadales","Chlamydomonadales_X","Chlamydomonas","Chlamydomonas_nasuta","phototrophs"
"3023","ZOTU-V7_15225","Eukaryota","Amoebozoa","Evosea","Evosea_X","Variosea","Variosea_X","Variosea_XX","Arboramoeba","Arboramoeba_reticulata","heterotrophs"
"3024","ZOTU-V7_15226","Eukaryota","TSAR","Stramenopiles","Gyrista","Pirsoniales","Pirsoniales_X","Pirsoniales_XX","Pirsonia_Clade__XXX","Pirsonia_Clade__XXX_sp.","parasites"
"3025","ZOTU-V7_15229","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Unassigned","Unassigned","heterotrophs"
"3026","ZOTU-V7_1523","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.","heterotrophs"
"3027","ZOTU-V7_15230","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Sarcomonadea","Glissomonadida","Sandonidae","Unassigned","Unassigned","heterotrophs"
"3028","ZOTU-V7_15234","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"3029","ZOTU-V7_15235","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"3030","ZOTU-V7_15242","Eukaryota","Obazoa","Opisthokonta","Metazoa","Gastrotricha","Gastrotricha_X","Gastrotricha_XX","Unassigned","Unassigned","heterotrophs"
"3031","ZOTU-V7_15244","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Unassigned","phototrophs"
"3032","ZOTU-V7_15245","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3033","ZOTU-V7_15247","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"3034","ZOTU-V7_15248","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_X","Ichthyobodonidae_X_sp.","heterotrophs"
"3035","ZOTU-V7_15249","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3036","ZOTU-V7_15252","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Protacanthamoeba","Protacanthamoeba_sp.","heterotrophs"
"3037","ZOTU-V7_15254","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Unassigned","Unassigned","Unassigned","Unassigned","saprotrophs/parasites"
"3038","ZOTU-V7_15255","Eukaryota","TSAR","Rhizaria","Cercozoa","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3039","ZOTU-V7_1526","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa-Phytomyxea","Plasmodiophorida","Polymyxa-lineage","Unassigned","Unassigned","parasites"
"3040","ZOTU-V7_15260","Eukaryota","Excavata","Discoba","Euglenozoa","Kinetoplastea","Prokinetoplastida","Ichthyobodonidae","Ichthyobodonidae_X","Ichthyobodonidae_X_sp.","heterotrophs"
"3041","ZOTU-V7_15261","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"3042","ZOTU-V7_15264","Eukaryota","Obazoa","Opisthokonta","Fungi","Ascomycota","Pezizomycotina","Eurotiomycetes","Unassigned","Unassigned","heterotrophs"
"3043","ZOTU-V7_15265","Eukaryota","Amoebozoa","Discosea","Discosea_X","Centramoebia","Acanthopodida","Acanthamoebidae","Acanthamoeba","Unassigned","heterotrophs"
"3044","ZOTU-V7_15266","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"3045","ZOTU-V7_15268","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Unassigned","Unassigned","Unassigned","Unassigned","phototrophs"
"3046","ZOTU-V7_15269","Eukaryota","Obazoa","Opisthokonta","Metazoa","Nematoda","Chromadorea","Chromadorea_X","Monhystera","Monhystera_sp.","heterotrophs"
"3047","ZOTU-V7_1527","Eukaryota","Obazoa","Opisthokonta","Fungi","Opisthosporidia","Microsporida","Microsporida_X","Unassigned","Unassigned","parasites"
"3048","ZOTU-V7_15271","Eukaryota","Archaeplastida","Streptophyta","Streptophyta_X","Embryophyceae","Embryophyceae_X","Embryophyceae_XX","Isoetes","Unassigned","phototrophs"
"3049","ZOTU-V7_15273","Eukaryota","Obazoa","Opisthokonta","Fungi","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","heterotrophs"
"3050","ZOTU-V7_15274","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Aulacoseirales","Aulacoseiraceae","Aulacoseira","Unassigned","phototrophs"
"3051","ZOTU-V7_15275","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Branchiopoda","Unassigned","Unassigned","heterotrophs"
"3052","ZOTU-V7_15276","Eukaryota","TSAR","Stramenopiles","Gyrista","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned",NA
"3053","ZOTU-V7_15279","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",NA
