"","sample_id","MDS1","MDS2","d15N_anomaly_mean_1800_1850","mean_air_temp_degC_anomaly_combined","fish_present_binary_YN"
"141","CRES21_6",0.547670910030254,0.023623339636986,-0.517825695555556,0.373333333333334,"No"
"142","CRES21_6.5",0.479887193630954,-0.0573231445891838,-0.458171135555556,0.0558333333333336,"No"
"143","CRES21_7",0.595454570360757,-0.128154926606302,-0.173274195555556,-0.0955555555555554,"No"
"144","CRES21_7.5",0.370350759908217,-0.0722667757365365,-0.123808355555556,0.501666666666667,"No"
"145","CRES21_8",0.709904866507472,-0.0791858945710069,0.0104866044444443,0.104444444444445,"No"
"146","CRES21_8.5",0.632802970981705,-0.0369013783248607,0.00031796444444443,0.014761904761905,"No"
"147","CRES21_9",0.43807564170951,0.0420399722452785,0.0813943044444443,0.526666666666667,"No"
"148","CRES21_9.5",0.261278877787424,-0.0654513667400243,0.166950564444444,0.0933333333333337,"No"
"149","EYRI20_0.5",0.549816909341305,-0.308606253413384,-2.86507599315909,0.59,"No"
"150","EYRI20_1",0.486706739628621,-0.104811110847974,-1.86573071917424,0.795,"No"
"151","EYRI20_1.5",0.645776695769146,-0.15527818933427,-2.36200704215909,0.42,"No"
"152","EYRI20_10",0.460623809604112,-0.342187242759621,-0.558018523174242,-0.98,"No"
"153","EYRI20_10.5",0.567269816293982,-0.245865799055306,-0.434401516159091,-0.98,"No"
"154","EYRI20_11",0.497622824000874,-0.25335433928169,-0.424898599174242,-0.8175,"No"
"155","EYRI20_11.5",0.771443436545507,-0.0359077203181213,-0.184607048159091,-0.8175,"No"
"156","EYRI20_12",0.501316307664913,-0.201274721213344,-0.254687551174242,-0.8175,"No"
"157","EYRI20_12.5",0.588539854908015,-0.180686410433917,-0.400307456159091,-0.8175,"No"
"158","EYRI20_13",0.567904527889643,-0.228025454042942,-0.454227395174242,-0.8175,"No"
"159","EYRI20_13.5",0.447411193240984,-0.227051281563602,-0.469584972159091,-0.8175,"No"
"160","EYRI20_14",0.574759698377026,-0.284334080082532,-0.329509991174242,-0.8175,"No"
"161","EYRI20_14.5",0.466257925217911,-0.219297252563959,0.144108107840909,-0.8175,"No"
"162","EYRI20_15",0.576825986693394,-0.193459883420024,-0.355797875174242,-0.8175,"No"
"163","EYRI20_15.5",0.559514456579945,-0.194649784407501,0.100612963840909,-0.8175,"No"
"164","EYRI20_16",0.568793896259969,-0.207597044612892,-0.155897923174242,-0.8175,"No"
"165","EYRI20_16.5",0.548490477250939,-0.250992809860722,0.329204557840909,-0.8175,"No"
"166","EYRI20_17",0.767781111668768,-0.0600413719866382,-0.0622298311742422,-0.8175,"No"
"167","EYRI20_17.5",0.500300394318463,-0.313532675275634,0.0657290338409089,-0.8175,"No"
"168","EYRI20_18",0.491720527584268,-0.319081598969902,-0.104242431174242,-0.8175,"No"
"169","EYRI20_18.5",0.524521716037902,-0.182366067784592,-0.218772106159091,-0.8175,"No"
"170","EYRI20_19",0.558558157050092,-0.202306092913029,-0.206593127174242,-0.8175,"No"
"171","EYRI20_19.5",0.512774101299964,-0.173951638882526,0.0446585738409091,-0.8175,"No"
"172","EYRI20_2",0.565227418993937,-0.273726986999032,-2.45890861917424,0.353333333333333,"No"
"173","EYRI20_2.5",0.581515689330755,-0.174875722436471,-2.38663949615909,0.25,"No"
"174","EYRI20_20",0.575723014336327,-0.26117240575879,-0.310184195174242,-0.8175,"No"
"175","EYRI20_20.5",0.593322493042904,-0.136310595430318,-0.388134666159091,-0.8175,"No"
"176","EYRI20_21",0.519693668107872,-0.274983994551207,-0.506042935174242,-0.8175,"No"
"177","EYRI20_21.5",0.435888846931891,-0.26987194394657,-0.352684366159091,-0.8175,"No"
"178","EYRI20_3",0.480029330018231,-0.242840706763715,-1.96460037117424,-0.18,"No"
"179","EYRI20_3.5",0.482398600917932,-0.382190296305773,-1.80256184815909,-0.813333333333333,"No"
"180","EYRI20_4",0.617037968493439,-0.203168196017699,-1.61917677517424,-0.301428571428571,"No"
"181","EYRI20_4.5",0.653453594918641,-0.187381921373083,-1.79207136815909,-0.43,"No"
"182","EYRI20_5",0.47357559041816,-0.504839266401742,-1.51054419517424,-0.23,"No"
"183","EYRI20_5.5",0.536200919914079,-0.383584596438548,-1.43803784215909,-0.4175,"No"
"184","EYRI20_6",0.604430996663041,-0.256079017928563,-1.18636697117424,-0.0442857142857142,"No"
"185","EYRI20_6.5",0.794418909298947,-0.0391390807887128,-1.09263878815909,0.4575,"No"
"186","EYRI20_7",0.593281562745708,-0.272801806707514,-0.736552067174242,0.69,"No"
"187","EYRI20_7.5",0.662787859781341,-0.188602496131624,-0.465086170159091,-0.63,"No"
"188","EYRI20_8",0.584632348522179,-0.138092729651082,-0.633081035174242,-0.87,"No"
"189","EYRI20_8.5",0.60495872190747,-0.227375195326019,-0.504415383159091,-0.196666666666667,"No"
"190","EYRI20_9",0.620602576359415,-0.217105493863936,-0.651806651174242,-0.3675,"No"
"191","EYRI20_9.5",0.576858488469084,-0.191841252433747,-0.654913423159091,-0.9175,"No"
"192","FOOT20_0.5",-0.669830312429065,-1.19496347090234,-2.63718610499144,0.47,"Yes"
"193","FOOT20_1",-0.626769236802305,-1.21553630316344,-2.28225150899144,0.303333333333333,"Yes"
"194","FOOT20_1.5",-0.636455151897072,-1.37001273452519,-2.95468961201713,0.87,"Yes"
"195","FOOT20_10",-0.108926421263322,-0.397467697995778,0.0865719050085638,-1.01125,"No"
"196","FOOT20_10.5",0.616111549396547,-0.0792942140484719,-0.0262393840171278,-1.01125,"No"
"197","FOOT20_11",0.0510750049015568,-0.272427225226355,0.183758770008564,-1.01125,"No"
"198","FOOT20_11.5",0.136433186721292,0.118193012380452,-0.0256402240171276,-1.01125,"No"
"199","FOOT20_12",0.559354898255158,-0.167103394201062,0.182477020008564,-1.01125,"No"
"200","FOOT20_12.5",0.246838324705629,0.0253393629870174,-0.0481087240171276,-1.01125,"No"
"201","FOOT20_13",-0.17830132619554,0.20130131788581,0.129986634008564,-1.01125,"No"
"202","FOOT20_14",-0.139818520367427,0.058599986239164,0.0927745520085641,-1.01125,"No"
"203","FOOT20_14.5",-0.272929756180085,0.541516018314659,0.00213507598287244,-1.01125,"No"
"204","FOOT20_15",-0.315291786216949,-0.0984225070598668,-0.0721997849914358,-1.01125,"No"
"205","FOOT20_15.5",-0.0898812663548088,-0.606323958113839,-0.148767604017128,-1.01125,"No"
"206","FOOT20_16",0.462431600212647,-0.0232221318206745,0.142206615008564,-1.01125,"No"
"207","FOOT20_17",0.640351017166631,0.0271546314684697,0.127480215008564,-1.01125,"No"
"208","FOOT20_17.5",0.524973576535234,0.0445075763393445,0.0658751969828724,-1.01125,"No"
"209","FOOT20_18",0.586309309412321,0.0430613665538344,-0.0430964249914361,-1.01125,"No"
"210","FOOT20_18.5",0.136137077395293,-0.194113063455609,-0.0534011910171275,-1.01125,"No"
